"목소리","voice","/vɔɪs/","목소리","She has a beautiful voice."

"위","top","/tɑːp/","위, 위쪽","Put the box on top."
"아래","bottom","/ˈbɑːtəm/","아래, 아래쪽","Sign at the bottom of the page."
"앞","front","/frʌnt/","앞","Stand at the front of the line."
"뒤","back","/bæk/","뒤, 뒤쪽","The garden is at the back."
"옆","side","/saɪd/","옆","Sit by my side."
"안","inside","/ɪnˈsaɪd/","안, 내부","Stay inside when it rains."
"밖","outside","/ˌaʊtˈsaɪd/","밖, 바깥","The kids are playing outside."
"왼쪽","left","/left/","왼쪽","Turn left at the corner."
"오른쪽","right","/raɪt/","오른쪽","The store is on the right."
"가운데","middle","/ˈmɪdəl/","가운데, 중앙","He sat in the middle."
"사이","between","/bɪˈtwiːn/","사이","The shop is between two banks."
"동쪽","east","/iːst/","동쪽","The sun rises in the east."
"서쪽","west","/west/","서쪽","The sun sets in the west."
"남쪽","south","/saʊθ/","남쪽","They traveled to the south."
"북쪽","north","/nɔːrθ/","북쪽","The wind comes from the north."

"수","number","/ˈnʌmbər/","수, 숫자","Pick a number from one to ten."
"크기","size","/saɪz/","크기","What is the size of the room?"
"무게","weight","/weɪt/","무게","Check the weight of the bag."
"길이","length","/leŋθ/","길이","Measure the length of the table."
"부분","part","/pɑːrt/","부분","This part is the most important."
"반","half","/hæf/","반, 절반","She ate half of the cake."

"축구","soccer","/ˈsɑːkər/","축구","They play soccer every weekend."
"야구","baseball","/ˈbeɪsbɔːl/","야구","Baseball is popular in Korea."
"농구","basketball","/ˈbæskɪtbɔːl/","농구","He is good at basketball."
"수영","swimming","/ˈswɪmɪŋ/","수영","Swimming is great exercise."
"등산","hiking","/ˈhaɪkɪŋ/","등산","We went hiking on Sunday."
"낚시","fishing","/ˈfɪʃɪŋ/","낚시","My father enjoys fishing."
"달리기","running","/ˈrʌnɪŋ/","달리기","Running keeps me healthy."
"취미","hobby","/ˈhɑːbi/","취미","Reading is my favorite hobby."
"경기","game","/ɡeɪm/","경기, 시합","The game starts at seven."

"변호사","lawyer","/ˈlɔːjər/","변호사","She hired a good lawyer."
"교수","professor","/prəˈfesər/","교수","The professor gave a lecture."
"엔지니어","engineer","/ˌendʒɪˈnɪr/","엔지니어","He works as an engineer."
"프로그래머","programmer","/ˈproʊɡræmər/","프로그래머","She is a skilled programmer."
"디자이너","designer","/dɪˈzaɪnər/","디자이너","The designer drew a new logo."
"공무원","civil servant","/ˈsɪvəl ˈsɜːrvənt/","공무원","He became a civil servant."
"농부","farmer","/ˈfɑːrmər/","농부","The farmer grows rice."
"목수","carpenter","/ˈkɑːrpəntər/","목수","The carpenter built a chair."
"군인","soldier","/ˈsoʊldʒər/","군인","The soldier stood at attention."
"소방관","firefighter","/ˈfaɪərfaɪtər/","소방관","The firefighter saved the cat."
"기자","reporter","/rɪˈpɔːrtər/","기자","The reporter asked a question."
"작가","writer","/ˈraɪtər/","작가","She is a famous writer."
"화가","painter","/ˈpeɪntər/","화가","The painter used bright colors."
"사장","boss","/bɔːs/","사장","My boss is very busy today."

"사무실","office","/ˈɔːfɪs/","사무실","Her office is on the third floor."
"공장","factory","/ˈfæktəri/","공장","The factory makes cars."
"정원","garden","/ˈɡɑːrdən/","정원","She grows roses in the garden."
"벽","wall","/wɔːl/","벽","There is a painting on the wall."
"바닥","floor","/flɔːr/","바닥","The floor is wet."
"계단","stairs","/sterz/","계단","Take the stairs, not the elevator."
"지붕","roof","/ruːf/","지붕","Snow covered the roof."
"운동장","playground","/ˈpleɪɡraʊnd/","운동장","Kids ran around the playground."
"수영장","swimming pool","/ˈswɪmɪŋ puːl/","수영장","The hotel has a swimming pool."
"박물관","museum","/mjuˈziːəm/","박물관","We visited the history museum."
"우체국","post office","/poʊst ˈɔːfɪs/","우체국","I mailed the letter at the post office."
"편의점","convenience store","/kənˈviːniəns stɔːr/","편의점","The convenience store is open all night."
"슈퍼마켓","supermarket","/ˈsuːpərmɑːrkɪt/","슈퍼마켓","I buy milk at the supermarket."
"백화점","department store","/dɪˈpɑːrtmənt stɔːr/","백화점","The department store has a sale."

"대화","conversation","/ˌkɑːnvərˈseɪʃən/","대화","We had a long conversation."
"이야기","story","/ˈstɔːri/","이야기","Tell me a story."
"소식","news","/nuːz/","소식","I have good news for you."
"인사","greeting","/ˈɡriːtɪŋ/","인사","She gave a friendly greeting."
"초대","invitation","/ˌɪnvɪˈteɪʃən/","초대","Thank you for the invitation."
"파티","party","/ˈpɑːrti/","파티","We are having a party tonight."
"결혼","marriage","/ˈmærɪdʒ/","결혼","Their marriage is very happy."
"생일","birthday","/ˈbɜːrθdeɪ/","생일","Happy birthday to you!"
"선물","gift","/ɡɪft/","선물","I bought a gift for her."
"감사","thanks","/θæŋks/","감사","Please accept my thanks."
"사과","apology","/əˈpɑːlədʒi/","사과 (미안함)","He offered a sincere apology."

"걷다","walk","/wɔːk/","걷다","We walk to school together."
"뛰다","run","/rʌn/","뛰다","The children run in the park."
"앉다","sit","/sɪt/","앉다","Please sit down here."
"서다","stand","/stænd/","서다","Please stand up."
"눕다","lie down","/laɪ daʊn/","눕다","He lay down on the bed."
"입다","wear","/wer/","입다","She wears a red dress."
"벗다","take off","/teɪk ɔːf/","벗다","Take off your shoes here."
"던지다","throw","/θroʊ/","던지다","He threw the ball to me."
"잡다","catch","/kætʃ/","잡다","Catch the ball!"
"밀다","push","/pʊʃ/","밀다","Push the door to open it."
"당기다","pull","/pʊl/","당기다","Pull the rope hard."
"들다","lift","/lɪft/","들다","Please lift the box."
"넣다","put in","/pʊt ɪn/","넣다","Put the money in the box."
"빼다","take out","/teɪk aʊt/","빼다","Take one card out."
"자르다","cut","/kʌt/","자르다","Cut the paper in half."
"그리다","draw","/drɔː/","그리다","She draws pictures every day."
"노래하다","sing","/sɪŋ/","노래하다","They sing in the choir."
"요리하다","cook","/kʊk/","요리하다","He cooks dinner every night."
"청소하다","clean","/kliːn/","청소하다","I clean my room on Sunday."
"운전하다","drive","/draɪv/","운전하다","She drives to work."
"켜다","turn on","/tɜːrn ɑːn/","켜다","Turn on the light, please."
"끄다","turn off","/tɜːrn ɔːf/","끄다","Turn off the TV before bed."
"사용하다","use","/juːz/","사용하다","May I use your phone?"
"고치다","fix","/fɪks/","고치다","He fixed the broken chair."
"바꾸다","change","/tʃeɪndʒ/","바꾸다","I want to change my plan."
"보내다","send","/send/","보내다","Please send me the file."
"가지다","have","/hæv/","가지다","I have two tickets."
"되다","become","/bɪˈkʌm/","되다","She wants to become a doctor."
"이기다","win","/wɪn/","이기다","Our team will win the game."
"지다","lose","/luːz/","지다 (경기에서)","We do not want to lose."
"싸우다","fight","/faɪt/","싸우다","The brothers rarely fight."
"도착하다","arrive","/əˈraɪv/","도착하다","We will arrive at noon."
"떠나다","leave","/liːv/","떠나다","They leave tomorrow morning."
"들어가다","enter","/ˈentər/","들어가다","Please enter the room quietly."
"나가다","go out","/ɡoʊ aʊt/","나가다","Let us go out for dinner."
"오르다","rise","/raɪz/","오르다","Prices keep rising."
"내리다","get off","/ɡet ɔːf/","내리다","Get off at the next stop."

"넓다","wide","/waɪd/","넓다","The road is very wide."
"좁다","narrow","/ˈnæroʊ/","좁다","The alley is too narrow."
"두껍다","thick","/θɪk/","두껍다","This is a thick blanket."
"얇다","thin","/θɪn/","얇다","The ice is very thin."
"새롭다","new","/nuː/","새롭다","This is a new idea."
"강하다","strong","/strɔːŋ/","강하다","He has a strong will."
"약하다","weak","/wiːk/","약하다","The signal is weak here."
"밝다","bright","/braɪt/","밝다","The room is bright and sunny."
"어둡다","dark","/dɑːrk/","어둡다","The street is very dark."
"조용하다","quiet","/ˈkwaɪət/","조용하다","The library is quiet."
"시끄럽다","noisy","/ˈnɔɪzi/","시끄럽다","The street is too noisy."
"부드럽다","soft","/sɔːft/","부드럽다","The blanket is soft."
"딱딱하다","hard","/hɑːrd/","딱딱하다 (단단함)","The bread is hard."
"맵다","spicy","/ˈspaɪsi/","맵다","This soup is very spicy."
"달다","sweet","/swiːt/","달다","The cake is too sweet."
"시다","sour","/ˈsaʊər/","시다","The lemon is very sour."
"짜다","salty","/ˈsɔːlti/","짜다","The soup is too salty."
"위험하다","dangerous","/ˈdeɪndʒərəs/","위험하다","This road is dangerous."
"안전하다","safe","/seɪf/","안전하다","The children are safe."
"중요하다","important","/ɪmˈpɔːrtənt/","중요하다","This is an important meeting."
"이상하다","strange","/streɪndʒ/","이상하다","I heard a strange sound."
"재미있다","fun","/fʌn/","재미있다","The game was really fun."
"지루하다","boring","/ˈbɔːrɪŋ/","지루하다","The movie was boring."
"편하다","comfortable","/ˈkʌmftərbəl/","편하다","This chair is comfortable."
"건강하다","healthy","/ˈhelθi/","건강하다","She looks healthy and happy."
