"친구","friend","/frend/","친구","He is my best friend."
"가족","family","/ˈfæməli/","가족","I love my family."
"엄마","mom","/mɑːm/","엄마","My mom is a teacher."
"아빠","dad","/dæd/","아빠","My dad cooks very well."
"아기","baby","/ˈbeɪbi/","아기","The baby is sleeping."
"아이","child","/tʃaɪld/","아이","The child is playing outside."
"어른","adult","/əˈdʌlt/","어른","This movie is for adults."
"형","older brother","/ˈoʊldər ˈbrʌðər/","형 (남자의 형)","My older brother is tall."
"누나","older sister","/ˈoʊldər ˈsɪstər/","누나 (남자의 누나)","His older sister is a nurse."
"동생","younger sibling","/ˈjʌŋɡər ˈsɪblɪŋ/","동생","My younger sibling is ten."
"할아버지","grandfather","/ˈɡrænfɑːðər/","할아버지","My grandfather tells great stories."
"할머니","grandmother","/ˈɡrænmʌðər/","할머니","My grandmother bakes bread."
"아들","son","/sʌn/","아들","They have one son."
"딸","daughter","/ˈdɔːtər/","딸","Their daughter is a doctor."
"남편","husband","/ˈhʌzbənd/","남편","Her husband is very kind."
"아내","wife","/waɪf/","아내","His wife works at a bank."
"선생님","teacher","/ˈtiːtʃər/","선생님","Our teacher is very kind."
"학생","student","/ˈstuːdənt/","학생","She is a diligent student."
"의사","doctor","/ˈdɑːktər/","의사","The doctor helped me a lot."
"간호사","nurse","/nɜːrs/","간호사","The nurse was very gentle."
"경찰","police officer","/pəˈliːs ˈɔːfɪsər/","경찰","The police officer helped us."
"요리사","cook","/kʊk/","요리사","The cook made a great meal."
"가수","singer","/ˈsɪŋər/","가수","She is a famous singer."
"배우","actor","/ˈæktər/","배우","He is a talented actor."
"손님","guest","/ɡest/","손님, 고객","We have guests tonight."

"책","book","/bʊk/","책","I am reading an interesting book."
"집","house","/haʊs/","집","Their house is very big."
"방","room","/ruːm/","방","My room is small but cozy."
"문","door","/dɔːr/","문","Please close the door."
"창문","window","/ˈwɪndoʊ/","창문","Open the window, please."
"의자","chair","/tʃer/","의자","Sit on the chair, please."
"책상","desk","/desk/","책상","My desk is a bit messy."
"침대","bed","/bed/","침대","She lay down on the bed."
"소파","sofa","/ˈsoʊfə/","소파","We relaxed on the sofa."
"거울","mirror","/ˈmɪrər/","거울","She looked in the mirror."
"시계","clock","/klɑːk/","시계","The clock is on the wall."
"전화","phone","/foʊn/","전화","Please answer the phone."
"컴퓨터","computer","/kəmˈpjuːtər/","컴퓨터","I work on my computer all day."
"텔레비전","television","/ˈtelɪvɪʒən/","텔레비전","We watched television together."
"냉장고","refrigerator","/rɪˈfrɪdʒəreɪtər/","냉장고","Put the milk in the refrigerator."
"가방","bag","/bæɡ/","가방","Her bag is very heavy."
"신발","shoes","/ʃuːz/","신발","These shoes are brand new."
"옷","clothes","/kloʊz/","옷","I need to buy new clothes."
"모자","hat","/hæt/","모자","He wore a warm hat."
"안경","glasses","/ˈɡlæsɪz/","안경","She wears glasses for reading."
"돈","money","/ˈmʌni/","돈","He saved a lot of money."
"열쇠","key","/kiː/","열쇠","I lost my house key."
"우산","umbrella","/ʌmˈbrelə/","우산","Take an umbrella; it may rain."
"그릇","bowl","/boʊl/","그릇","She filled the bowl with rice."
"접시","plate","/pleɪt/","접시","Put the food on a plate."
"컵","cup","/kʌp/","컵","He drank from a paper cup."
"숟가락","spoon","/spuːn/","숟가락","Eat the soup with a spoon."
"젓가락","chopsticks","/ˈtʃɑːpstɪks/","젓가락","She eats noodles with chopsticks."
"칼","knife","/naɪf/","칼","Be careful with the knife."

"학교","school","/skuːl/","학교","I go to school by bus."
"병원","hospital","/ˈhɑːspɪtl/","병원","She works at a hospital."
"가게","store","/stɔːr/","가게, 상점","The store is closed today."
"시장","market","/ˈmɑːrkɪt/","시장","We bought fruit at the market."
"공원","park","/pɑːrk/","공원","Let us take a walk in the park."
"회사","company","/ˈkʌmpəni/","회사","He works for a big company."
"식당","restaurant","/ˈrestrɑːnt/","식당","This restaurant is very popular."
"은행","bank","/bæŋk/","은행","The bank opens at nine."
"도시","city","/ˈsɪti/","도시","Seoul is a very big city."
"나라","country","/ˈkʌntri/","나라","Korea is a beautiful country."
"길","road","/roʊd/","길, 도로","This road leads to the beach."
"거리","street","/striːt/","거리","The street was full of people."
"건물","building","/ˈbɪldɪŋ/","건물","That building is very tall."
"도서관","library","/ˈlaɪbreri/","도서관","I study at the library."
"극장","theater","/ˈθiːətər/","극장","We watched a play at the theater."
"카페","cafe","/kæˈfeɪ/","카페","Let us meet at the cafe."
"호텔","hotel","/hoʊˈtel/","호텔","We stayed at a nice hotel."
"공항","airport","/ˈerpɔːrt/","공항","The airport is far from here."
"역","station","/ˈsteɪʃən/","역","I will meet you at the station."
"교회","church","/tʃɜːrtʃ/","교회","They go to church on Sunday."

"버스","bus","/bʌs/","버스","I take the bus to work."
"지하철","subway","/ˈsʌbweɪ/","지하철","The subway is fast and cheap."
"기차","train","/treɪn/","기차","The train leaves at noon."
"비행기","airplane","/ˈerpleɪn/","비행기","The airplane is ready to take off."
"자전거","bicycle","/ˈbaɪsɪkəl/","자전거","She rides a bicycle to school."
"택시","taxi","/ˈtæksi/","택시","We called a taxi at night."

"시간","time","/taɪm/","시간","What time is it now?"
"오늘","today","/təˈdeɪ/","오늘","Today is Monday."
"내일","tomorrow","/təˈmɑːroʊ/","내일","See you tomorrow."
"어제","yesterday","/ˈjestərdeɪ/","어제","I was very busy yesterday."
"아침","morning","/ˈmɔːrnɪŋ/","아침","Good morning, everyone!"
"점심","lunch","/lʌntʃ/","점심","Let us have lunch together."
"저녁","evening","/ˈiːvnɪŋ/","저녁","We met in the evening."
"밤","night","/naɪt/","밤 (시간)","Good night, sleep well."
"밤","chestnut","/ˈtʃesnʌt/","밤 (먹는 밤)","We roasted chestnuts by the fire."
"주말","weekend","/ˈwiːkend/","주말","We relax on the weekend."
"년","year","/jɪr/","년, 해","Happy New Year!"
"달","month","/mʌnθ/","달 (개월)","See you next month."
"주","week","/wiːk/","주, 일주일","I will call you next week."
"날","day","/deɪ/","날, 하루","It was a bright sunny day."
"지금","now","/naʊ/","지금","I am busy right now."
"미래","future","/ˈfjuːtʃər/","미래","We hope for a bright future."
"과거","past","/pæst/","과거","Do not worry about the past."

"일","work","/wɜːrk/","일","I have a lot of work today."
"회의","meeting","/ˈmiːtɪŋ/","회의, 모임","We have a meeting at 3."
"공부","study","/ˈstʌdi/","공부","She loves studying English."
"숙제","homework","/ˈhoʊmwɜːrk/","숙제","I finished my homework."
"시험","exam","/ɪɡˈzæm/","시험","The exam was very hard."
"수업","class","/klæs/","수업","The class starts at nine."
"질문","question","/ˈkwestʃən/","질문","May I ask a question?"
"대답","answer","/ˈænsər/","대답","Her answer was correct."
"문제","problem","/ˈprɑːbləm/","문제","That is a serious problem."
"이름","name","/neɪm/","이름","What is your name?"
"연필","pencil","/ˈpensəl/","연필","May I borrow a pencil?"
"공책","notebook","/ˈnoʊtbʊk/","공책, 노트","Write it in your notebook."
"종이","paper","/ˈpeɪpər/","종이","I need a sheet of paper."
"신문","newspaper","/ˈnuːzpeɪpər/","신문","He reads the newspaper every morning."
"편지","letter","/ˈletər/","편지","She wrote a long letter."
"계획","plan","/plæn/","계획","We made a travel plan."
"이유","reason","/ˈriːzən/","이유","Tell me the reason."
"방법","method","/ˈmeθəd/","방법","There is an easy method."
"정보","information","/ˌɪnfərˈmeɪʃən/","정보","This information is very useful."

"사랑","love","/lʌv/","사랑","Love makes life beautiful."
"행복","happiness","/ˈhæpinəs/","행복","Happiness comes from within."
"기쁨","joy","/dʒɔɪ/","기쁨","The news brought us joy."
"슬픔","sadness","/ˈsædnəs/","슬픔","She hid her sadness."
"걱정","worry","/ˈwɜːri/","걱정","Do not worry about it."
"희망","hope","/hoʊp/","희망","Never lose hope."
"꿈","dream","/driːm/","꿈","I had a strange dream."
"마음","mind","/maɪnd/","마음, 마음속","She has a warm heart and mind."
"생각","thought","/θɔːt/","생각","That is a good thought."
"기억","memory","/ˈmeməri/","기억","I have a happy memory of it."
"약속","promise","/ˈprɑːmɪs/","약속","He kept his promise."
"비밀","secret","/ˈsiːkrət/","비밀","Can you keep a secret?"
"실수","mistake","/mɪˈsteɪk/","실수","Everyone makes mistakes."
"성공","success","/səkˈses/","성공","Hard work leads to success."
"용기","courage","/ˈkɜːrɪdʒ/","용기","It takes courage to try."
"자유","freedom","/ˈfriːdəm/","자유","People value their freedom."
"평화","peace","/piːs/","평화","We all wish for peace."
"힘","strength","/streŋθ/","힘","She found the strength to go on."

"음악","music","/ˈmjuːzɪk/","음악","I love listening to music."
"영화","movie","/ˈmuːvi/","영화","Let us watch a movie tonight."
"사진","photo","/ˈfoʊtoʊ/","사진","Take a photo of us, please."
"그림","picture","/ˈpɪktʃər/","그림","She drew a lovely picture."
"색","color","/ˈkʌlər/","색, 색깔","What is your favorite color?"
"노래","song","/sɔːŋ/","노래","She sang a beautiful song."
"춤","dance","/dæns/","춤","They enjoyed the dance."
"게임","game","/ɡeɪm/","게임","The kids played a game."
"운동","exercise","/ˈeksərsaɪz/","운동","Daily exercise keeps you healthy."
"여행","travel","/ˈtrævəl/","여행","We planned a trip and love to travel."

"가다","go","/ɡoʊ/","가다","I go to school every day."
"오다","come","/kʌm/","오다","Please come here."
"먹다","eat","/iːt/","먹다","We eat dinner at seven."
"마시다","drink","/drɪŋk/","마시다","She likes to drink tea."
"자다","sleep","/sliːp/","자다","The baby is sleeping now."
"보다","see","/siː/","보다","I can see the mountain."
"듣다","listen","/ˈlɪsən/","듣다","Please listen carefully."
"말하다","speak","/spiːk/","말하다","Can you speak slowly?"
"읽다","read","/riːd/","읽다","I read a book every night."
"쓰다","write","/raɪt/","쓰다","Please write your name here."
"사다","buy","/baɪ/","사다","I want to buy a new phone."
"팔다","sell","/sel/","팔다","They sell fresh fruit here."
"주다","give","/ɡɪv/","주다","Please give me a hand."
"받다","receive","/rɪˈsiːv/","받다","I received a gift today."
"열다","open","/ˈoʊpən/","열다","Please open the window."
"닫다","close","/kloʊz/","닫다","Close the door quietly."
"만나다","meet","/miːt/","만나다","Let us meet tomorrow."
"알다","know","/noʊ/","알다","I know the answer."
"배우다","learn","/lɜːrn/","배우다","She wants to learn Korean."
"가르치다","teach","/tiːtʃ/","가르치다","He teaches math at school."
"만들다","make","/meɪk/","만들다","Let us make a cake together."
"일하다","work","/wɜːrk/","일하다","They work very hard."
"쉬다","rest","/rest/","쉬다","You should rest a little."
"살다","live","/lɪv/","살다","We live in a small town."
"웃다","laugh","/læf/","웃다","The joke made us laugh."
"울다","cry","/kraɪ/","울다","The baby began to cry."
"놀다","play","/pleɪ/","놀다","The children play in the park."
"기다리다","wait","/weɪt/","기다리다","Please wait a moment."
"찾다","find","/faɪnd/","찾다","I need to find my keys."
"돕다","help","/help/","돕다","Can you help me?"
"좋아하다","like","/laɪk/","좋아하다","I like your idea."
"생각하다","think","/θɪŋk/","생각하다","Let me think about it."
"원하다","want","/wɑːnt/","원하다","What do you want to do?"
"필요하다","need","/niːd/","필요하다","I need your help."
"시작하다","start","/stɑːrt/","시작하다","Let us start the meeting."
"끝나다","end","/end/","끝나다","The movie ends at ten."

"크다","big","/bɪɡ/","크다","This house is very big."
"작다","small","/smɔːl/","작다","The room is quite small."
"많다","many","/ˈmeni/","많다","There are many people here."
"높다","high","/haɪ/","높다","The mountain is very high."
"낮다","low","/loʊ/","낮다","The table is too low."
"길다","long","/lɔːŋ/","길다","She has long hair."
"짧다","short","/ʃɔːrt/","짧다","The meeting was short."
"빠르다","fast","/fæst/","빠르다","This car is very fast."
"느리다","slow","/sloʊ/","느리다","The bus is slow today."
"좋다","good","/ɡʊd/","좋다","This is a good idea."
"나쁘다","bad","/bæd/","나쁘다","The weather is bad today."
"예쁘다","pretty","/ˈprɪti/","예쁘다","What a pretty flower!"
"아름답다","beautiful","/ˈbjuːtɪfəl/","아름답다","The sunset is beautiful."
"덥다","hot","/hɑːt/","덥다 (날씨)","It is very hot today."
"춥다","cold","/koʊld/","춥다 (날씨)","It is cold outside."
"따뜻하다","warm","/wɔːrm/","따뜻하다","The room is warm and cozy."
"맛있다","delicious","/dɪˈlɪʃəs/","맛있다","This food is delicious."
"배고프다","hungry","/ˈhʌŋɡri/","배고프다","I am very hungry now."
"피곤하다","tired","/ˈtaɪərd/","피곤하다","She looks very tired."
"아프다","sick","/sɪk/","아프다","He is sick today."
"쉽다","easy","/ˈiːzi/","쉽다","The test was easy."
"어렵다","difficult","/ˈdɪfɪkəlt/","어렵다","This question is difficult."
"무겁다","heavy","/ˈhevi/","무겁다","The box is too heavy."
"가볍다","light","/laɪt/","가볍다 (무게)","This bag is very light."
"깨끗하다","clean","/kliːn/","깨끗하다","The room is clean now."
"더럽다","dirty","/ˈdɜːrti/","더럽다","His shoes are dirty."
"멀다","far","/fɑːr/","멀다","The station is far away."
"가깝다","near","/nɪr/","가깝다","The shop is near my house."
"비싸다","expensive","/ɪkˈspensɪv/","비싸다","This watch is expensive."
"싸다","cheap","/tʃiːp/","싸다 (값)","The vegetables are cheap today."
