"조사","poll; survey; investigation","","어떤 일이나 사물의 내용을 알기 위하여 자세히 살펴보거나 찾아봄.",""
"조사","postpositional particle; postpositional marker","","명사, 대명사, 수사, 부사, 어미 등에 붙어 그 말과 다른 말과의 문법적 관계를 표시하거나 그 말의 뜻을 도와주는 품사.",""
"조사단","fact-finding mission","","사건이나 사실을 자세히 알아내기 위해 만든 단체.",""
"조사되다","be investigated; be found","","어떤 일이나 사물의 내용이 자세히 살펴지거나 찾아지다.",""
"조사원","pollster; researcher","","사건이나 사실에 대하여 필요한 사항을 자세하게 알아내는 일을 하는 사람.",""
"조사하다","investigate","","어떤 일이나 사물의 내용을 알기 위하여 자세히 살펴보거나 찾아보다.",""
"조산","premature delivery; premature birth","","아이를 낳을 달이 되기 전에 아이를 낳음.",""
"조산원","midwife center","","아이를 낳는 것을 돕는 곳.",""
"조산하다","have a premature delivery","","아이를 낳을 달이 되기 전에 아이를 낳다.",""
"조삼모사","short-sightedness","","당장 눈앞에 나타나는 차이만 알고 그 결과가 같다는 것은 모르는 어리석음.",""
"조상","ancestor","","한 집안에서 먼저 태어나 살다가 돌아가신 어른.",""
"조서","report","","조사한 내용을 적은 문서.",""
"조석","morning and evening; all day","","아침과 저녁.",""
"조선","Joseon","","한반도에 있던 나라. 1392년 이성계가 고려를 멸망시키고 한양을 수도로 하여 세웠으며 성리학을 주요 이념으로 하였다. 1910년 일본에 국권을 빼앗기고 멸망하였다.",""
"조선말","Korean","","일제 강점기에 한국어를 이르던 말.",""
"조선소","shipyard","","배를 만들거나 고치는 곳.",""
"조선어","Korean","","일제 강점기에 한국어를 이르던 말.",""
"조선업","shipbuilding industry","","배를 설계하고 만드는 공업.",""
"조선왕조실록","Joseonwangjosillok","","조선 시대 왕들의 재위 기간동안 일어난 역사적 사실을 기록한 책. 태조 때부터 철종 때까지 472년 동안의 일을 담고 있다.",""
"조선족","ethnic Korean population in China","","중국에 사는 우리 민족.",""
"조성","building; development","","무엇을 만들어서 이룸.",""
"조성되다","be built; be developed","","무엇이 만들어져서 이루어지다.",""
"조성하다","build; develop","","무엇을 만들어서 이루다.",""
"조세","tax","","국가나 지방 공공 단체가 필요한 경비로 사용하기 위해 국민으로부터 강제로 거두어들이는 돈.",""
"조소","plastic art","","재료를 깎고 새기거나 빚어서 입체적인 모양을 만듦. 또는 그런 미술.",""
"조소","ridicule; derision","","상대를 얕보거나 놀리거나 흉을 보듯이 웃는 일. 또는 그런 웃음.",""
"조소하다","ridicule; deride","","상대를 얕보거나 놀리거나 흉을 보듯이 웃다.",""
"조속하다","quick","","이르고도 빠르다.",""
"조속히","quickly","","이르고도 빠르게.",""
"조손","grandparent and grandchild","","조부모와 손주.",""
"조수","assistant","","감독이나 책임자 밑에서 지도를 받으면서 그 일을 도와주는 사람.",""
"조수","tide","","해와 달의 인력 때문에 주기적으로 밀려들었다가 빠져나가는 바닷물.",""
"조수석","passenger seat","","자동차 운전석의 옆자리.",""
"조숙","early maturity","","식물의 열매가 일찍 익음.",""
"조숙하다","precocious","","나이에 비해 정신과 몸의 발달이 빠르다.",""
"조식","breakfast","","아침에 먹는 밥.",""
"조신","practicing caution; demureness","","행동이나 태도를 조심함.",""
"조신하다","demure","","행동이나 태도가 조심스럽고 얌전하다.",""
"조신하다","practice caution; be cautious","","행동이나 태도를 조심하다.",""
"조실부모","becoming an orphan early in life","","어렸을 때 부모가 돌아가심.",""
"조실부모하다","become an orphan early in life","","어렸을 때 부모가 돌아가시다.",""
"조심","caution; carefulness","","좋지 않은 일을 겪지 않도록 말이나 행동 등에 주의를 함.",""
"조심성","carefulness; cautiousness","","잘못이나 실수를 하지 않도록 말이나 행동 등에 주의하는 성질이나 태도.",""
"조심스럽다","careful; cautious","","잘못이나 실수를 하지 않도록 말이나 행동 등에 주의를 하는 태도가 있다.",""
"조심스레","carefully; cautiously","","잘못이나 실수를 하지 않도록 말이나 행동 등에 주의를 하는 태도로.",""
"조심조심","very carefully; very cautiously","","잘못이나 실수를 하지 않도록 말이나 행동 등에 매우 주의를 하는 모양.",""
"조심조심하다","practice extra caution","","잘못이나 실수를 하지 않도록 말이나 행동 등에 매우 주의를 하다.",""
"조심하다","practice caution","","좋지 않은 일을 겪지 않도록 말이나 행동 등에 주의를 하다.",""
"조심히","carefully; cautiously","","좋지 않은 일을 겪지 않도록 말이나 행동 등에 주의를 하며.",""
"조아리다","bow one's head repeatedly","","존경의 뜻을 나타내거나 사정을 하느라 바닥에 이마가 닿을 정도로 머리를 자꾸 숙이다.",""
"조악하다","poor quality; poor; bad","","거칠고 질이 나쁘다.",""
"조약","contract","","세부적인 항목을 세워 맺은 약속.",""
"조약돌","pebble","","동글동글하고 매끈한 작은 돌.",""
"조어","neologism; newly coined word","","말을 새로 만듦. 또는 새로 만든 말.",""
"조언","advice","","도움이 되도록 말로 거들거나 깨우쳐 줌. 또는 그런 말.",""
"조언자","advisor","","도움이 되도록 말로 거들거나 깨우쳐 주는 사람.",""
"조언하다","advise","","도움이 되도록 말로 거들거나 깨우쳐 주다.",""
"조업","work; operation","","기계 등을 움직여서 일을 함.",""
"조여들다","be too tight","","안으로 바싹 조여서 오그라들다.",""
"조역","supporting role; assistant","","남의 일을 함께 하면서 도와줌. 또는 그런 일.",""
"조연","supporting role; supporting actor; supporting actress","","연극이나 영화에서 주인공을 도와 이야기를 전개해 나가는 역할을 함. 또는 그런 역할을 맡은 배우.",""
"조연출","assistant director","","연극이나 영화를 만들 때 연출가를 돕거나 대신하는 사람. 또는 그런 지위.",""
"조예","expertise","","학문이나 예술, 기술 등의 분야에 대해 가지고 있는 많은 경험이나 깊은 지식.",""
"조용조용","quietly; softly","","말이나 행동이 시끄럽지 않고 매우 얌전한 모양.",""
"조용조용하다","quiet; soft","","말이나 행동이 시끄럽지 않고 매우 얌전하다.",""
"조용히","quietly","","아무 소리도 들리지 않게.",""
"조우","encounter","","신하가 뜻에 맞는 임금을 만남.",""
"조우하다","meet; encounter","","신하가 뜻에 맞는 임금을 만나다.",""
"조울증","manic depressive disorder; manic depression; bipolar disorder","","기분이 지나치게 흥분된 상태와 우울하고 억눌린 상태가 번갈아 나타나거나 둘 중에 한쪽이 주기적으로 나타나는 병.",""
"조원","team member","","어떤 조에 속해 있는 사람.",""
"조위금","condolence money","","죽은 사람에 대해 슬퍼하는 마음과 남은 가족을 위로하는 뜻을 나타내기 위해 내는 돈.",""
"조율","tuning","","악기의 소리를 기준이 되는 음에 맞게 조정함.",""
"조율되다","be tuned","","악기의 소리가 기준이 되는 음에 맞게 조정되다.",""
"조율하다","tune","","악기의 소리를 기준이 되는 음에 맞게 조정하다.",""
"조응","agreement","","둘 이상의 사물이나 현상, 말과 글의 앞뒤 등이 서로 알맞게 어울림.",""
"조응되다","fit with; agree; be in harmony with","","둘 이상의 사물이나 현상, 말과 글의 앞뒤 등이 서로 알맞게 어울리다.",""
"조응하다","fit with; agree; be in harmony with","","둘 이상의 사물이나 현상, 말과 글의 앞뒤 등이 서로 알맞게 어울리다.",""
"조의","condolences","","남의 죽음을 슬퍼하는 뜻.",""
"조의금","condolence money","","남의 죽음을 슬퍼하는 뜻으로 내는 돈.",""
"조이다","be tight; tighten","","느슨하거나 헐거운 것이 비틀리거나 잡아당겨져 단단해지거나 팽팽해지다. 또는 그렇게 되게 하다.",""
"조인","signing","","서로 약속하여 만든 문서에 서명을 함.",""
"조인되다","be signed","","서로 약속하여 만든 문서에 서명이 되다.",""
"조인하다","sign","","서로 약속하여 만든 문서에 서명을 하다.",""
"조작","forgery; manipulation","","어떤 일을 사실인 것처럼 꾸며서 만듦.",""
"조작","operation","","기계나 장치 같은 것을 일정한 방식에 따라 다루어 움직이게 함.",""
"조작극","feigned accident; feigned incident","","(비유적으로) 지어내거나 꾸며 내어 만든 일.",""
"조작되다","be forged; be manipulated","","어떤 일이 사실인 것처럼 꾸며져서 만들어지다.",""
"조작하다","forge; manipulate","","어떤 일을 사실인 것처럼 꾸며서 만들다.",""
"조작하다","operate","","기계나 장치 같은 것을 일정한 방식에 따라 다루어 움직이게 하다.",""
"조잘거리다","babble on","","조금 작은 목소리로 자꾸 빠르게 말을 하다.",""
"조잘대다","babble on","","조금 작은 목소리로 자꾸 빠르게 말을 하다.",""
"조잘조잘하다","babble on","","조금 작은 목소리로 자꾸 빠르게 말을 하다.",""
"조잡스럽다","gluttonous","","음식에 대해 추잡하게 욕심을 부리는 느낌이 있다.",""
"조잡하다","poor; coarse","","말, 행동, 솜씨 등이 거칠고 천하여 품위가 없다.",""
"조장","incitement; instigation","","좋지 않은 일을 더 심해지도록 부추김.",""
"조장","leader","","한 조의 대표나 책임자.",""
"조장되다","be incited; be instigated","","좋지 않은 일이 더 심해지도록 부추겨지다.",""
"조장하다","incite; instigate","","좋지 않은 일을 더 심해지도록 부추기다.",""
"조절","control","","균형에 맞게 바로잡거나 상황에 알맞게 맞춤.",""
"조절되다","be controlled","","균형에 맞게 바로잡히거나 상황에 알맞게 맞춰지다.",""
"조절하다","control","","균형에 맞게 바로잡거나 상황에 알맞게 맞추다.",""
"조정","adjustment; change","","어떤 기준이나 상황에 맞게 바로잡아 정리함.",""
"조정","mediation","","다툼이 있는 사이에 끼어서 서로 화해하게 하거나 타협하여 합의하게 함.",""
"조정되다","be adjusted; be changed","","어떤 기준이나 상황에 맞게 바로잡혀 정리되다.",""
"조정안","amended plans; compromise proposal","","제삼자가 다투는 당사자 사이에 끼어서 다툼을 그치게 하도록 제시하는 안.",""
"조정자","mediator","","다툼이 있는 사이에 끼어서 서로 화해하거나 타협하게 하는 사람.",""
"조정하다","adjust; change","","어떤 기준이나 상황에 맞게 바로잡아 정리하다.",""
"조정하다","mediate","","다툼이 있는 사이에 끼어서 서로 화해하게 하거나 타협하여 합의하게 하다.",""
"조제","preparation","","여러 가지 약품을 알맞게 섞어서 약을 지음. 또는 그런 일.",""
"조제실","medication preparation room","","여러 가지 약품을 알맞게 섞어서 약을 짓는 방.",""
"조제하다","prepare","","여러 가지 약품을 알맞게 섞어서 약을 짓다.",""
"조조","early bird","","이른 아침.",""
"조종","operation; driving; flying","","비행기나 배 같은 기계를 다루어 움직이게 함.",""
"조종당하다","be controlled","","다른 사람의 마음대로 다루어져 부려지다.",""
"조종되다","be operated; be driven; be flown","","비행기나 배 같은 기계가 다루어져 움직이게 되다.",""
"조종사","pilot","","항공기를 조종할 수 있는 자격을 갖춘 사람.",""
"조종석","pilot's seat; cockpit","","항공기에서 조종사가 앉는 자리.",""
"조종실","cockpit","","항공기를 조종하는 방.",""
"조종자","operator; pilot; driver","","기계나 기구 등을 다루어 움직이게 하는 사람.",""
"조종하다","operate; drive; fly","","비행기나 배 같은 기계를 다루어 움직이게 하다.",""
"조준","aiming","","총이나 대포 등을 쏠 때 목표물에 정확히 맞도록 방향과 거리를 조절함.",""
"조준하다","aim","","총이나 대포 등을 쏠 때 목표물에 정확히 맞도록 방향과 거리를 조절하다.",""
"조지다","screw up","","(속된 말로) 어떤 일이나 형편을 망치다.",""
"조직","organization","","어떤 목표를 이루기 위해 여럿이 모여 체계 있는 집단을 이룸. 또는 그 집단.",""
"조직되다","be weaved","","짜여서 이루어지거나 얽혀서 만들어지다.",""
"조직력","weavability","","짜서 이루는 능력.",""
"조직망","network","","여럿으로 널리 퍼져 있는 조직의 체계적인 갈래.",""
"조직원","member","","조직을 이루고 있는 사람.",""
"조직적","structural; systematic","","짜서 이루거나 얽어서 만든.",""
"조직적","structure","","짜서 이루거나 얽어서 만든 것.",""
"조직책","organizer","","조직을 구성하는 전반적인 일에 대한 책임. 또는 그 책임을 가진 사람.",""
"조직하다","weave","","짜서 이루거나 얽어서 만들다.",""
"조직화","organization","","낱낱이 일정한 체계를 가지고 협력해서 활동을 하도록 통일이 이루어짐. 또는 그렇게 함.",""
"조직화되다","be organized","","낱낱이 일정한 체계를 가지고 협력해서 활동을 하도록 통일이 이루어지다.",""
"조직화하다","organize","","낱낱이 일정한 체계를 가지고 협력해서 활동을 하도록 통일이 이루어지다. 또는 그렇게 하다.",""
"조짐","sign; harbinger","","좋거나 나쁜 일이 생길 낌새가 보이는 현상.",""
"조쪽","that side","","말하는 사람과 듣는 사람으로부터 멀리 있는 곳이나 방향을 가리키는 말.",""
"조쯤","like that","","조만한 정도로.",""
"조쯤","that","","조만한 정도.",""
"조찬","breakfast meeting","","손님을 초대하여 함께 먹는 아침 식사.",""
"조처","step; action","","문제가 된 상황이나 일을 잘 처리함. 또는 그러한 방식.",""
"조처되다","be dealt with; be implemented","","문제가 된 상황이나 일이 잘 처리되다.",""
"조처하다","deal with; implement","","문제가 된 상황이나 일을 잘 처리하다.",""
"조청","jocheong","","묽게 고아서 굳지 않은 엿.",""
"조촐하다","cozy","","작지만 아담하고 깨끗하다.",""
"조촐히","cozily","","작지만 아담하고 깨끗이.",""
"조치","action; step; measure","","벌어진 사태에 대하여 적절한 대책을 세워서 행함. 또는 그 대책.",""
"조치하다","take action; take steps","","벌어진 사태에 대하여 적절한 대책을 세워서 행하다.",""
"조카","nephew; niece","","형제자매가 낳은 자식.",""
"조카딸","niece","","형제자매가 낳은 딸.",""
"조카며느리","niece-in-law","","형제자매가 낳은 아들의 아내.",""
"조카사위","nephew-in-law","","형제자매가 낳은 딸의 남편.",""
"조크","joke","","장난으로 다른 사람을 놀리거나 웃기려고 하는 말.",""
"조타실","pilothouse","","배를 조종하는 장치가 있는 방.",""
"조퇴","leaving work early; leaving school early","","학교나 직장 등에서 마치기로 예정된 시간 이전에 나옴.",""
"조퇴하다","leave work early; leave school early","","학교나 직장 등에서 마치기로 예정된 시간 이전에 나오다.",""
"조판","typesetting","","책이나 신문 등의 인쇄물을 만들어 낼 때, 원고의 지시대로 활자를 구성함. 또는 그런 일.",""
"조판하다","typeset","","책이나 신문 등의 인쇄물을 만들어 낼 때, 원고의 지시대로 활자를 구성하다.",""
"조폐","currency manufacturing","","동전이나 지폐와 같은 돈을 만듦.",""
"조합","combination","","여럿을 한데 모아 한 덩어리로 짬.",""
"조합되다","be combined","","여럿이 한데 모여 한 덩어리로 짜이다.",""
"조합원","member","","일정한 목적을 위해 조직한 단체에 가입한 사람.",""
"조합장","president of the union","","일정한 목적을 위해 조직한 단체의 우두머리.",""
"조합하다","combine","","여럿을 한데 모아 한 덩어리로 짜다.",""
"조항","clause","","법률이나 규정 등의 낱낱의 항목.",""
"조형물","sculpture","","주로 예술적 목적으로 여러 가지 재료를 이용해서 만든 물체.",""
"조형미","stereoscopic beauty","","어떤 모습을 입체감 있게 예술적으로 만들어 표현하는 아름다움.",""
"조혼","early marriage","","어린 나이에 일찍 결혼함. 또는 그렇게 한 결혼.",""
"조혼하다","get married early","","어린 나이에 일찍 결혼하다.",""
"조화","artificial flower","","종이, 천, 비닐 등의 재료로 만든 가짜 꽃.",""
"조화","getting along with; going with","","서로 잘 어울림.",""
"조화","mourning flower","","남의 죽음을 슬퍼하는 마음을 표현하는 데 쓰는 꽃.",""
"조화","workings; harmony","","이 세상의 모든 것을 만들고 기르는 대자연의 이치. 또는 그런 이치에 따라 만들어진 모든 것.",""
"조화되다","get along with; go with","","서로 잘 어울리다.",""
"조화롭다","harmonious","","서로 잘 어울리는 성질이 있다.",""
"조화시키다","make something go with; harmonize","","서로 잘 어울리게 하다.",""
"조화하다","get along with; go with","","서로 잘 어울리다.",""
"조회","inquiry","","어떤 사항이나 내용이 사실에 맞는지 관계되는 기관 등에 알아봄.",""
"조회","morning meeting","","학교나 직장 등에서 지시 사항 전달 등을 위해 아침에 모든 구성원이 한자리에 모이는 일. 또는 그런 모임.",""
"조회하다","make an inquiry","","어떤 사항이나 내용이 사실에 맞는지 관계되는 기관 등에 알아보다.",""
"족","foot","","소나 돼지 등의 무릎 아랫부분.",""
"족","jok","","양말이나 버선 등의 짝이 되는 두 개를 한 벌로 세는 단위.",""
"족구","jokgu","","공을 발로 차서 네트를 넘겨 상대편의 땅에 닿으면 점수를 얻는 경기.",""
"족두리","jokduri","","여자들이 예복을 입을 때 머리에 얹던, 약간 네모지고 작은 물건.",""
"족발","jokbal","","돼지의 발. 또는 그것을 조린 음식.",""
"족벌","being family-controlled","","큰 돈과 권력을 가진 가문의 일족.",""
"족보","genealogy","","한 가문의 계통과 혈통 관계를 기록한 책.",""
"족속","tribe; people","","같은 가문에 속하는 사람.",""
"족쇄","shackle","","죄인의 발목에 채우던 쇠사슬.",""
"족자","hanging scroll","","그림이나 글씨 등의 뒷면에 종이나 천을 바르고 양 끝에는 막대기를 대어 벽에 걸거나 말아 둘 수 있도록 만든 것.",""
"족장","patriarch","","종족이나 부족의 우두머리.",""
"족적","footstep","","발로 밟고 지나갈 때 남는 흔적. 또는 그때 나는 소리.",""
"족제비","weasel","","어른 팔만한 크기의 누런 갈색 몸에 짧은 네 다리와 굵고 긴 꼬리를 가졌으며, 위험을 느끼면 고약한 냄새를 풍기는 동물.",""
"족족","jokjok","","어떤 일을 하는 하나하나.",""
"족집게","tweezers","","잔털이나 작은 가시 등을 뽑는 데 쓰는, 쇠로 만든 작은 집게.",""
"족치다","grill","","견디지 못하도록 남을 매우 급하게 몰아치다.",""
